Long name,Figure name,Quantity (Mt/yr),Local production share of available quantity (%),Carbon mass share,propylene - ecoinvent-3.11-cutoff,ethylene - ecoinvent-3.11-cutoff,methanol - ecoinvent-3.11-cutoff,"xylene, mixed - ecoinvent-3.11-cutoff",o-xylene - ecoinvent-3.11-cutoff,p-xylene - ecoinvent-3.11-cutoff,"toluene, liquid - ecoinvent-3.11-cutoff",benzene - ecoinvent-3.11-cutoff,"Unit GHG footprint without end-of-life (IPCC 2021 GWP100, kg CO2e/kg) - ecoinvent-3.11-cutoff","Unit GHG footprint of local production share (IPCC 2021 GWP100, kg CO2e/kg) - ecoinvent-3.11-cutoff",propylene - ecoinvent-3.12-cutoff,ethylene - ecoinvent-3.12-cutoff,methanol - ecoinvent-3.12-cutoff,"xylene, mixed - ecoinvent-3.12-cutoff",o-xylene - ecoinvent-3.12-cutoff,p-xylene - ecoinvent-3.12-cutoff,"toluene, liquid - ecoinvent-3.12-cutoff",benzene - ecoinvent-3.12-cutoff,"Unit GHG footprint without end-of-life (IPCC 2021 GWP100, kg CO2e/kg) - ecoinvent-3.12-cutoff","Unit GHG footprint of local production share (IPCC 2021 GWP100, kg CO2e/kg) - ecoinvent-3.12-cutoff",Unit impact of end-of-life (kg CO2/kg) - ecoinvent-3.11-cutoff,Unit impact of end-of-life (kg CO2/kg) - ecoinvent-3.12-cutoff,"Unit GHG footprint with end-of-life (IPCC 2021 GWP100, kg CO2e/kg) - ecoinvent-3.11-cutoff","Total GHG footprint without end-of-life (IPCC 2021 GWP100, kg CO2e/kg) - ecoinvent-3.11-cutoff","Total GHG footprint with end-of-life (IPCC 2021 GWP100, kg CO2e/kg) - ecoinvent-3.11-cutoff","Unit GHG footprint with end-of-life (IPCC 2021 GWP100, kg CO2e/kg) - ecoinvent-3.12-cutoff","Total GHG footprint without end-of-life (IPCC 2021 GWP100, kg CO2e/kg) - ecoinvent-3.12-cutoff","Total GHG footprint with end-of-life (IPCC 2021 GWP100, kg CO2e/kg) - ecoinvent-3.12-cutoff","Unit GHG footprint of BTX (IPCC 2021 GWP100, kg CO2e/kg) - ecoinvent-3.11-cutoff","Unit GHG footprint of BTX (IPCC 2021 GWP100, kg CO2e/kg) - ecoinvent-3.12-cutoff"
Ethyl acetate,Ethyl acetate,0.377601386,0.119173291,0.545272954,0.0,0.5465943556131254,0.3611489531563642,0.0,0.0,0.0,0.0,0.0,3.986381388426595,0.4750701892399466,0.0,0.4467178305436369,0.334776908470448,0.0,0.0,0.0,0.0,0.0,3.954084594972889,0.4712212740753213,0.504001189108059,0.5039710072235389,4.490382577534654,1.5052631373944867,1.6955746849473379,4.458055602196428,1.4930678234230115,1.6833679742544356,0.0,0.0
"Polyacetals, in primary forms",Polyoxymethylene,0.334412816,0.59226284,0.400019983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,2.1558367376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,2.1558367376,0.36974243013524855,0.36972028827612263,4.0097424301352484,1.2172626502400001,1.3409092574962116,4.009720288276123,1.2172626502400001,1.34090185297475,0.0,0.0
"2,2-Oxydiethanol (diethylene glycol; digol)",Diethylene glycol,0.321846701,0.186424157,0.452732755,0.0,1.3623866679935863,0.1376717447028424,0.0,0.0,0.0,0.0,0.0,3.0184667058855856,0.4289002259788021,0.0,1.2139605831302398,0.0,0.0,0.0,0.0,0.0,0.0,2.8446504964868105,0.4463119733213541,0.4184653671052381,0.41844030749494626,3.4369320729908237,0.9714835513676131,1.106165249253188,3.2630908039817568,0.915541377792292,1.0502150103249661,0.0,0.0
Esters of methacrylic acid,Methyl methacrylate,0.321638245,0.27981747,0.599830204,0.6456541390273508,0.0,0.4514149623437355,0.0,0.0,0.0,0.0,0.5623986049119059,6.62288749073993,1.6926826345137254,0.2626270193979044,0.0,0.3535569728973983,0.0,0.0,0.0,0.0,0.5496294761990482,6.189752540089171,1.5039940334375268,0.5544289953521693,0.5543957936211538,7.177316486092099,2.1301739093540446,2.3084994783962296,6.744148333710325,1.990861143978573,2.169176034074263,0.5623986049119059,0.5496294761990482
o-Xylene,o-Xylene,0.318208407,0.448046167,0.905124341,0.0,0.0,0.0,0.0,2.345892251185357,0.0,0.0,0.0,2.388075712871382,1.021185324556529,0.0,0.0,0.0,0.0,2.336440935303117,0.0,0.0,0.0,2.3786465401490444,1.0279338475038386,0.8366153883265011,0.8365652879902641,3.224691101197883,0.7599057683881919,1.0261238183792543,3.2152118281393083,0.756905326356889,1.0231074339997672,2.345892251185357,2.336440935303117
Chloromethane (methyl chloride) and chloroethane (ethyl chloride),Chloromethane,0.300894106,0.997028503,0.237888691,0.0,0.0,0.5986010605873526,0.0,0.0,0.0,0.0,0.0,2.8318777886917186,2.8234628723382547,0.0,0.0,0.4703990150163087,0.0,0.0,0.0,0.0,0.0,2.722984997439348,2.714893655688412,0.21988287198150602,0.21986970439461634,3.0517606606732244,0.8520953355296516,0.9182567957192392,2.9428547018339644,0.8193301364559249,0.8854876345962273,0.0,0.0
Butanal (butyraldehyde; normal isomer),Butanal,0.3,1.0,0.666259881,1.266791658703962,0.0,0.137365223157676,0.0,0.0,0.0,0.0,0.0,3.844128516632287,3.844128516632287,1.3655939761416696,0.0,0.3558622646594303,0.0,0.0,0.0,0.0,0.0,4.007689262346689,4.007689262346689,0.6158306033990344,0.6157937246603381,4.459959120031321,1.1532385549896862,1.3379877360093964,4.623482987007027,1.2023067787040067,1.3870448961021082,0.0,0.0
"4,4-Isopropylidenediphenol (bisphenol A; diphenylolpropane) and its salts",Bisphenol A,0.258032226,0.775096983,0.78919357,0.6346598992744933,0.0,0.0,0.0,0.0,0.0,0.0,1.2382214411926995,3.955693448032608,2.942318093144354,0.5996370961511396,0.0,0.0,0.0,0.0,0.0,0.0,1.2234230060695188,4.012470560494862,2.984520772436692,0.7294594290778527,0.7294157457280386,4.685152877110461,1.020696385769469,1.2089204260311166,4.7418863062229,1.0353467104839567,1.2235594790336126,1.2382214411926995,1.2234230060695188
Acetic anhydride,Acetic anhydride,0.215273632,0.011148602,0.470604369,0.0,0.3236240082099783,0.6979407038043185,0.0,0.0,0.0,0.0,0.0,5.174229860614852,0.0576854293725104,0.0,0.2054993495929204,0.6386668986566801,0.0,0.0,0.0,0.0,0.0,5.144422246818696,0.0573531161497274,0.43498427683880286,0.43495822800103157,5.609214137453654,1.113875254897413,1.2075159000353954,5.579380474819727,1.107458461614261,1.2010934991243272,0.0,0.0
Toluene diisocyanate (TDI),Toluene diisocyanate,0.242141968,0.886320477,0.620687873,0.0,0.0,0.0,0.0,0.0,0.0,0.9202584393613648,0.0,5.795653697314272,4.980719046579562,0.0,0.0,0.0,0.0,0.0,0.0,0.9141660574315764,0.0,5.80094731985242,4.98770194682881,0.5737079452815698,0.573673589039309,6.369361642595842,1.4033709921141542,1.54228976304187,6.374620908891729,1.4046528002933905,1.543563252132992,0.9202584393613648,0.9141660574315764
Methylene diphenyl diisocyanate (MDI),Methylene diphenyl diisocyanate,0.807139894,0.886320477,0.71994006,0.0,0.0,0.1405640242401885,0.0,0.0,0.0,0.0,1.278537703903473,4.359412929514408,3.68845266311927,0.0,0.0,0.1123607398802067,0.0,0.0,0.0,0.0,1.2984376861299811,4.370236613659861,3.708523502431931,0.665447724235608,0.6654078741979472,5.024860653750016,3.518656089830489,4.055765495432559,5.035644487857808,3.527392317104339,4.064469558151235,1.278537703903473,1.2984376861299811
"Polyamide -6,6 (PA 66)","Polyamide -6,6",1.089108418,0.877484426,0.642585823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.258321914997847,7.241229475936513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.258557951455654,7.241448818998415,0.5939484372371434,0.5939128689021256,8.85227035223499,8.994207916178034,9.641082159030953,8.852470820357778,8.994464985471186,9.641300490551021,0.0,0.0
Polyamide -6 (PA 6),Polyamide -6,1.281304022,0.877484426,0.61827385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3128698681962,8.166356993287401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.31335699650303,8.166795400904917,0.5714766399259512,0.5714424173044079,9.884346508122151,11.932617618482402,12.664852935698569,9.884799413807437,11.933241777941173,12.665433245574713,0.0,0.0
,Polyethylene,16.341803400000003,0.7971671524179302,0.8562771799999999,0.0,2.025324720781359,0.20909821864091332,0.0,0.0,0.0,0.0,0.0,2.8520679301439484,2.2731411394179712,0.0,1.8783382578563803,0.10352275046508241,0.0,0.0,0.0,0.0,0.0,2.520388747758837,1.9489411783225767,0.7914654738699831,0.7914180773160656,3.6435334040139313,46.60793339785735,59.54190656972845,3.311806825074903,41.18769740744712,54.12089603415227,0.0,0.0
,Polyethylene terephthalate,4.221520876,0.625367036537775,0.648542117,0.0,0.3804677936268156,0.0,0.0,0.0,1.396252000674409,0.0,0.0,3.752403852968826,2.346629677424043,0.0,0.21620964009079552,0.0,0.0,0.0,1.3817820043835358,0.0,0.0,3.700445568512595,2.3141366790500633,0.5994538987434501,0.5994180007163463,4.351857751712276,15.840851200490732,18.371458348235798,4.2998635692289415,15.621508217977606,18.151963821451847,1.396252000674409,1.3817820043835358
,Polystyrene,3.456541636,0.907604472598665,0.922574699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.807903684839972,6.2553832824846705,0.08177211465881629,0.1928802299044911,0.0,0.0,0.0,0.0,0.0,1.0552573131028635,6.84413799305014,6.266899508085584,0.8527449269691993,0.8526938607227955,7.6606486118091714,23.531802540527185,26.479350885484003,7.696831853772935,23.657047935507286,26.604419767857213,0.0,1.0552573131028635
,Polyvinyl acetate,1.165635864,0.9436909363212154,0.5580684636641021,0.0,0.6081548328224892,0.542040560265894,0.0,0.0,0.0,0.0,0.0,3.766481836784458,3.531681658516345,0.0,0.6280839338044701,0.4915870119479556,0.0,0.0,0.0,0.0,0.0,3.7929504180900353,3.5579418492636288,0.5158282053549553,0.5157973152148869,4.282310042139414,4.390346310060559,4.991614165885052,4.308747733304922,4.421199037699539,5.022430886868924,0.0,0.0
,Polyvinyl chloride,5.798768498,0.8985534710040173,0.384352,0.0,0.7747474129222877,0.0,0.0,0.0,0.0,0.0,0.0,2.3898169088201087,2.105984731892233,0.0,0.808050989817755,0.0,0.0,0.0,0.0,0.0,0.0,2.4470808920183122,2.168122774275222,0.3552603583490054,0.3552390837422347,2.745077267169114,13.857995006853786,15.918067581436189,2.802319975760547,14.190055588693529,16.250004796756382,0.0,0.0
