freq,reporter,product,product label,PRODQNT value,PRODQNT year,PRODQNT unit,EXPQNT value,EXPQNT year,EXPQNT unit,IMPQNT value,IMPQNT year,IMPQNT unit
A,EU27_2020,20148000,"Residual lyes from the manufacture of wood pulp, excluding tall oil",522950947,2019,KG,205382331,2019,KG,147574288,2019,KG
A,EU27_2020,20161035,"Linear polyethylene having a specific gravity < 0,94, in primary forms",1839610198,2019,KG,318193075,2019,KG,791305255,2019,KG
A,EU27_2020,20161039,"Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)",3804711583,2019,KG,935132814,2019,KG,846552896,2019,KG
A,EU27_2020,20161050,"Polyethylene having a specific gravity of >= 0,94, in primary forms",5550745548,2019,KG,1237023590,2019,KG,1953474415,2019,KG
A,EU27_2020,20161070,"Ethylene-vinyl acetate copolymers, in primary forms",583095624,2019,KG,250297867,2019,KG,100002531,2019,KG
A,EU27_2020,20161090,"Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)",1466948303,2019,KG,899402699,2019,KG,1119589784,2019,KG
A,EU27_2020,20162035,"Expansible polystyrene, in primary forms",1646119041,2019,KG,84366432,2019,KG,100586452,2019,KG
A,EU27_2020,20162039,"Polystyrene, in primary forms (excluding expansible polystyrene)",1737955578,2019,KG,316549184,2019,KG,199187391,2019,KG
A,EU27_2020,20162050,"Styrene-acrylonitrile (SAN) copolymers, in primary forms",217569974,2019,KG,12529966,2019,KG,40377919,2019,KG
A,EU27_2020,20162070,"Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms",697933888,2019,KG,217370525,2019,KG,237981477,2019,KG
A,EU27_2020,20162090,"Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)",750000000,2019,KG,315217813,2019,KG,103541438,2019,KG
A,EU27_2020,20163010,"Polyvinyl chloride, not mixed with any other substances, in primary forms",4953910010,2019,KG,1425967650,2019,KG,504513532,2019,KG
A,EU27_2020,20163023,"Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms",330277306,2019,KG,61338986,2019,KG,28512414,2019,KG
A,EU27_2020,20163025,"Plasticised polyvinyl chloride mixed with any other substance, in primary forms",749221008,2019,KG,147759655,2019,KG,47445766,2019,KG
A,EU27_2020,20163040,"Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms",393609155,2019,KG,61739475,2019,KG,4973162,2019,KG
A,EU27_2020,20163060,Fluoropolymers,144872869,2019,KG,28715746,2019,KG,36137496,2019,KG
A,EU27_2020,20163090,"Polymers of halogenated olefins, in primary forms, n.e.c.",94739954,2019,KG,60494951,2019,KG,8439834,2019,KG
A,EU27_2020,20164013,"Polyacetals, in primary forms",180000000,2019,KG,128589004,2019,KG,95890259,2019,KG
A,EU27_2020,20164015,"Polyethylene glycols and other polyether alcohols, in primary forms",1977533010,2019,KG,814904343,2019,KG,216353897,2019,KG
A,EU27_2020,20164020,"Polyethers, in primary forms (excluding polyacetals, polyether alcohols)",157111850,2019,KG,57638213,2019,KG,60032936,2019,KG
A,EU27_2020,20164030,"Epoxide resins, in primary forms",392464949,2019,KG,239737714,2019,KG,149323766,2019,KG
A,EU27_2020,20164040,"Polycarbonates, in primary forms",1343848775,2019,KG,259407520,2019,KG,91307966,2019,KG
A,EU27_2020,20164050,"Alkyd resins, in primary forms",502609821,2019,KG,57949046,2019,KG,7542022,2019,KG
A,EU27_2020,20164062,Polyethylene terephthalate in primary forms having a viscosity number of >= 78 ml/g,2517574915,2019,KG,267056705,2019,KG,1091012060,2019,KG
A,EU27_2020,20164064,Other polyethylene terephthalate in primary forms,398927284,2019,KG,103354450,2019,KG,306319822,2019,KG
A,EU27_2020,20164070,"Unsaturated liquid polyesters, in primary forms (excluding polyacetals, polyethers, epoxide resins, polycarbonates, alkyd resins, polyethylene terephthalate)",550612846,2019,KG,123600895,2019,KG,64537285,2019,KG
A,EU27_2020,20164080,"Unsaturated polyesters, in primary forms (excluding liquid polyesters, polyacetals, polyethers, epoxide resins, polycarbonates, alkyd resins, polyethylene terephthalate)",161440568,2019,KG,31829721,2019,KG,12026970,2019,KG
A,EU27_2020,20164090,"Polyesters, in primary forms (excluding polyacetals, polyethers, epoxide resins, polycarbonates, alkyd resins, polyethylene terephthalate, other unsaturated polyesters)",1372840870,2019,KG,353818192,2019,KG,381787129,2019,KG
A,EU27_2020,20165130,"Polypropylene, in primary forms",9673911407,2019,KG,1031526235,2019,KG,1366859420,2019,KG
A,EU27_2020,20165150,"Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)",2271366674,2019,KG,1190671213,2019,KG,585934061,2019,KG
A,EU27_2020,20165230,"Polymers of vinyl acetate, in aqueous dispersion, in primary forms",1066468144,2019,KG,157846686,2019,KG,17375922,2019,KG
A,EU27_2020,20165250,"Polymers of vinyl acetate, in primary forms (excluding in aqueous dispersion)",200000000,2019,KG,42892896,2019,KG,46609390,2019,KG
A,EU27_2020,20165270,"Polymers of vinyl esters or other vinyl polymers, in primary forms (excluding vinyl acetate)",161644241,2019,KG,82718980,2019,KG,195790897,2019,KG
A,EU27_2020,20165350,"Polymethyl methacrylate, in primary forms",88203890,2019,KG,8630224,2019,KG,37740891,2019,KG
A,EU27_2020,20165390,"Acrylic polymers, in primary forms (excluding polymethyl methacrylate)",3338385824,2019,KG,1068009737,2019,KG,426646178,2019,KG
A,EU27_2020,20165450,"Polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",1859082545,2019,KG,469780544,2019,KG,242946073,2019,KG
A,EU27_2020,20165490,"Polyamides, in primary forms (excluding polyamide -6, -11, -12, -6,6, -6,9, -6,10 or -6,12)",267901555,2019,KG,137253316,2019,KG,81639434,2019,KG
A,EU27_2020,20165550,"Urea resins and thiourea resins, in primary forms",3271365258,2019,KG,146978442,2019,KG,102920747,2019,KG
A,EU27_2020,20165570,"Melamine resins, in primary forms",910605119,2019,KG,38980950,2019,KG,46539686,2019,KG
A,EU27_2020,20165630,"Amino resins, in primary forms (excluding urea and thiourea resins, melamine resins)",1330954731,2019,KG,534493746,2019,KG,141927802,2019,KG
A,EU27_2020,20165650,"Phenolic resins, in primary forms",838266066,2019,KG,89648518,2019,KG,61611110,2019,KG
A,EU27_2020,20165670,"Polyurethanes, in primary forms",2344181214,2019,KG,488138801,2019,KG,81666924,2019,KG
A,EU27_2020,20165700,"Silicones, in primary forms",632119307,2019,KG,86044505,2019,KG,206811692,2019,KG
A,EU27_2020,20165920,"Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones, etc., n.e.c., in primary forms",508000000,2019,KG,224633361,2019,KG,262602707,2019,KG
A,EU27_2020,20165940,"Cellulose and its chemical derivatives, n.e.c., in primary forms",: ,2019,: ,: ,2019,: ,: ,2019,: 
A,EU27_2020,20165945,Sodium carboxymethyl cellulose,30076410,2019,KG,61597569,2019,KG,14641706,2019,KG
A,EU27_2020,20165950,"Cellulose and its chemical derivatives, in primary forms, excluding sodium carboxymethyl cellulose and n.e.c.",342232085,2019,KG,215327703,2019,KG,115215823,2019,KG
A,EU27_2020,20165955,"Natural polymers and modified natural polymers, not elsewhere specified or included, in primary forms . Alginic acid, its salts and esters",134000000,2019,KG,5423076,2019,KG,6197294,2019,KG
A,EU27_2020,20165960,"Natural and modified natural polymers, in primary forms (including alginic acid, hardened proteins, chemical derivatives of natural rubber)",: ,2019,: ,: ,2019,: ,: ,2019,: 
A,EU27_2020,20165965,"Natural polymers and modified natural polymers, e.g. hardened proteins, chemical derivatives of natural rubber, n.e.s., in primary forms (excl. alginic acid and its salts and esters)",100000000,2019,KG,21277604,2019,KG,20666257,2019,KG
A,EU27_2020,20165970,"Ion-exchangers based on synthetic or natural polymers, in primary forms",142099386,2019,KG,17426520,2019,KG,31867381,2019,KG
