freq,reporter,product,product label,PRODQNT value,PRODQNT year,PRODQNT unit,EXPQNT value,EXPQNT year,EXPQNT unit,IMPQNT value,IMPQNT year,IMPQNT unit
A,EU27_2020,20141313,Chloromethane (methyl chloride) and chloroethane (ethyl chloride),200000000,2024,KG,35003761,2024,KG,750976,2024,KG
A,EU27_2020,20141315,Dichloromethane (methylene chloride),100000000,2024,KG,65279285,2024,KG,4844466,2024,KG
A,EU27_2020,20141323,Chloroform (trichloromethane),80000000,2024,KG,14929082,2024,KG,251493,2024,KG
A,EU27_2020,20141325,Carbon tetrachloride,24929000,2024,KG,935146,2024,KG,166,2024,KG
A,EU27_2020,20141353,"1,2-Dichloroethane (ethylene dichloride)",900000000,2024,KG,272995157,2024,KG,118745547,2024,KG
A,EU27_2020,20141357,"Saturated chlorinated derivatives of acyclic hydrocarbons, n.e.c.",40000000,2024,KG,30944147,2024,KG,2217831,2024,KG
A,EU27_2020,20141371,Vinyl chloride (chloroethylene),700000000,2024,KG,49989654,2024,KG,107789565,2024,KG
A,EU27_2020,20141374,Trichloroethylene; tetrachloroethylene (perchloroethylene),82929315,2024,KG,54208449,2024,KG,2139448,2024,KG
A,EU27_2020,20141379,"Unsaturated chlorinated derivatives of acyclic hydrocarbons (excluding vinyl chloride, trichloroethylene, tetrachloroethylene)",119748902,2024,KG,17064798,2024,KG,4380079,2024,KG
A,EU27_2020,20141450,Derivatives of hydrocarbons containing only sulpho groups; their salts and ethyl esters,132687216,2024,KG,58751441,2024,KG,15893013,2024,KG
A,EU27_2020,20141470,Derivatives of hydrocarbons containing only nitro or only nitroso groups,100545055,2024,KG,50904510,2024,KG,16420728,2024,KG
A,EU27_2020,20141490,"Derivatives of hydrocarbons (excluding those containing only sulpho groups; their salts and ethyl esters, those containing only nitro or only nitroso groups)",90000000,2024,KG,4284439,2024,KG,8663275,2024,KG
A,EU27_2020,20141910,Fluorinated; brominated or iodinated derivatives of acyclic hydrocarbons,16000000,2024,KG,7187902,2024,KG,63238081,2024,KG
A,EU27_2020,20141930,Halogenated derivatives of acyclic hydrocarbons containing >= 2 different halogens,21000000,2024,KG,8175028,2024,KG,7889916,2024,KG
A,EU27_2020,20141950,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons",18970,2024,KG,63458,2024,KG,170290,2024,KG
A,EU27_2020,20141970,Halogenated derivatives of aromatic hydrocarbons,112742460,2024,KG,67511614,2024,KG,20343427,2024,KG
A,EU27_2020,20142100,Industrial fatty alcohols,320000000,2024,KG,134028846,2024,KG,278978791,2024,KG
A,EU27_2020,20142210,Methanol (methyl alcohol),800000000,2024,KG,427422136,2024,KG,6323081145,2024,KG
A,EU27_2020,20142220,Propan-1-ol (propyl alcohol) and propan-2-ol (isopropyl alcohol),513154462,2024,KG,104026278,2024,KG,120475540,2024,KG
A,EU27_2020,20142230,Butan-1-ol (n-butyl alcohol),320000000,2024,KG,24916605,2024,KG,108048199,2024,KG
A,EU27_2020,20142240,Butanols (excluding butan-1-ol (n-butyl alcohol)),64835730,2024,KG,153792754,2024,KG,25351008,2024,KG
A,EU27_2020,20142263,Octanol (octyl alcohol) and isomers thereof,420000000,2024,KG,188929951,2024,KG,13982483,2024,KG
A,EU27_2020,20142265,"Lauryl alcohol; cetyl alcohol; stearyl alcohol and other saturated monohydric alcohols (excluding methyl, propyl and isopropyl, n-butyl, other butanols, octyl)",400000000,2024,KG,290427849,2024,KG,67102694,2024,KG
A,EU27_2020,20142270,Unsaturated monohydric alcohols,20000000,2024,KG,17693647,2024,KG,23127277,2024,KG
A,EU27_2020,20142310,Ethylene glycol (ethanediol),910000000,2024,KG,31808580,2024,KG,579049224,2024,KG
A,EU27_2020,20142320,"Propylene glycol (propane-1,2-diol)",400000000,2024,KG,71647309,2024,KG,41896430,2024,KG
A,EU27_2020,20142333,D-glucitol (sorbitol),200000000,2024,KG,28048950,2024,KG,20492024,2024,KG
A,EU27_2020,20142337,"Diols and polyhydric alcohols (excluding ethylene glycol and propylene glycol, D-glucitol and tetramethylene glycol having a bio-based carbon content of 100 % by mass)",630000000,2024,KG,100848821,2024,KG,194658838,2024,KG
A,EU27_2020,20142338,"Butane-1,4-diol or tetramethylene glycol (1,4-butanediol) having a bio-based carbon content of 100 % by mass",100000000,2024,KG,241469,2024,KG,31921018,2024,KG
A,EU27_2020,20142339,"Diols and polyhydric alcohols (excluding ethylene glycol and propylene glycol, D-glucitol)",740885097,2015,KG,120828000,2015,KG,108981300,2015,KG
A,EU27_2020,20142350,"Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols",4000000,2024,KG,1987798,2024,KG,3324448,2024,KG
A,EU27_2020,20142360,"Glycerol (including synthetic; excluding crude, waters and lyes)",661924113,2024,KG,132192787,2024,KG,92783624,2024,KG
A,EU27_2020,20142373,"Cyclanic, cyclenic or cycloterpenic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",40000000,2024,KG,21577628,2024,KG,17541079,2024,KG
A,EU27_2020,20142375,"Aromatic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",32000000,2024,KG,18272001,2024,KG,18415447,2024,KG
A,EU27_2020,20142410,Monophenols,1440152770,2024,KG,84330499,2024,KG,161592746,2024,KG
A,EU27_2020,20142433,"4,4-Isopropylidenediphenol (bisphenol A; diphenylolpropane) and its salts",120000000,2024,KG,2687438,2024,KG,93130407,2024,KG
A,EU27_2020,20142439,"Polyphenols (including salts; excluding 4,4 isopropylidenediphenol) and phenol-alcohols",15000000,2024,KG,22478985,2024,KG,13936677,2024,KG
A,EU27_2020,20142450,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols",8000000,2024,KG,2511735,2024,KG,5681479,2024,KG
A,EU27_2020,20143120,Industrial stearic acid,193285100,2024,KG,12648035,2024,KG,107371367,2024,KG
A,EU27_2020,20143130,Industrial oleic acid,102290489,2024,KG,4554820,2024,KG,66430565,2024,KG
A,EU27_2020,20143150,Industrial tall oil fatty acids,123038110,2024,KG,39590439,2024,KG,1845019,2024,KG
A,EU27_2020,20143195,"Industrial monocarboxylic fatty acids distilled (excluding stearic, oleic tall oil)",432087893,2024,KG,58081096,2024,KG,272373378,2024,KG
A,EU27_2020,20143197,"Industrial monocarboxylic fatty acids (excluding stearic, oleic, tall oil, distilled)",180000000,2024,KG,50141922,2024,KG,1676452996,2024,KG
A,EU27_2020,20143215,Ethyl acetate,16000000,2024,KG,13274328,2024,KG,325312049,2024,KG
A,EU27_2020,20143219,Esters of acetic acid (excluding ethyl acetate),497544814,2024,KG,147933054,2024,KG,705735488,2024,KG
A,EU27_2020,20143220,"Mono-, di- or tri-chloroacetic acids; propionic, butanoic and pentanoic acids; their salts and esters",331121714,2024,KG,182933222,2024,KG,107058481,2024,KG
A,EU27_2020,20143230,"Palmitic acid, its salts and esters",9933246,2008,KG,6060500,2008,KG,17526300,2008,KG
A,EU27_2020,20143235,"Palmitic acid, stearic acid, their salts and esters",180000000,2024,KG,24716356,2024,KG,74320177,2024,KG
A,EU27_2020,20143240,"Stearic acid, its salts and esters",207255345,2008,KG,34526100,2008,KG,10549900,2008,KG
A,EU27_2020,20143250,"Formic acid, its salts and esters",300000000,2024,KG,55865531,2024,KG,142926298,2024,KG
A,EU27_2020,20143271,Acetic acid,180000000,2024,KG,52861737,2024,KG,709396781,2024,KG
A,EU27_2020,20143277,Acetic anhydride,700000,2024,KG,19335588,2024,KG,211547473,2024,KG
